created_at,sum_interaction_count,sum_weighted_sentiment,positive_count,negative_count,null_count,volume_tweets,overall_sentiment,modified,Date,Symbol,Volume,VWAP,AdrActCnt,BlkCnt,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeTotUSD,HashRate,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrValAdjUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2020-03-23-00,0,0,0,0,23,23,"",2020-03-23-02,2020-03-23-02,0,312.0144388,5890.338333333333,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-22-22,52,104,17,0,0,17,2.0,2020-03-23-00,2020-03-23-00,0,452.0292476,5860.841666666666,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-23-06,36,72,18,0,0,18,2.0,2020-03-23-08,2020-03-23-08,0,199.0666014,5854.808333333333,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-22-23,40,40,0,8,0,8,1.0,2020-03-23-01,2020-03-23-01,0,128.5283509,5904.46,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-23-01,0,0,0,0,15,15,"",2020-03-23-03,2020-03-23-03,0,92.91247922,5946.599999999999,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-23-16,80,160,20,0,0,20,2.0,2020-03-23-18,2020-03-23-18,0,229.038912,6305.68,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-23-13,18,36,9,0,18,27,2.0,2020-03-23-15,2020-03-23-15,0,151.6709892,6250.755,667486,112,1163433.92857143,1.1859558123908948E11,1.6552923967337246E13,327024.04343205434,9.215923512041043E7,63.358163172769764,-32.95874226347949,1.828370482099991E7,256978,1.7247174810385017E9,0.04970609574552584,0.10288888974605312,0.07490964481364368
2020-03-24-14,96,192,12,0,3,15,2.0,2020-03-24-16,2020-03-24-16,0,246.7491142,6622.743333333335,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-10,0,0,0,0,3,3,"",2020-03-24-12,2020-03-24-12,0,247.6864462,6725.113333333334,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-02,15,30,1,0,2,3,2.0,2020-03-24-04,2020-03-24-04,0,492.5979374,6524.143333333333,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-21,3,6,1,0,0,1,2.0,2020-03-24-23,2020-03-24-23,0,154.8691992,6785.246666666666,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-01,64,128,21,0,1,22,2.0,2020-03-24-03,2020-03-24-03,0,161.4888209,6616.334999999999,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-18,0,0,0,0,8,8,"",2020-03-24-20,2020-03-24-20,0,697.884998,6748.014999999999,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-20,1,2,1,0,0,1,2.0,2020-03-24-22,2020-03-24-22,0,230.9465715,6759.548333333333,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-17,1,2,1,0,0,1,2.0,2020-03-24-19,2020-03-24-19,0,184.9942464,6698.811666666666,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-16,192,384,30,0,0,30,2.0,2020-03-24-18,2020-03-24-18,0,271.5442639,6665.903333333333,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-13,38,76,38,0,21,59,2.0,2020-03-24-15,2020-03-24-15,0,396.9408621,6635.028333333333,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-04,37,74,37,0,0,37,2.0,2020-03-24-06,2020-03-24-06,0,79.28285174,6554.69,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-24-15,4,8,1,0,1,2,2.0,2020-03-24-17,2020-03-24-17,0,236.9888266,6671.998333333333,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-23-23,0,0,0,0,18,18,"",2020-03-24-01,2020-03-24-01,0,153.7397162,6616.291666666667,736233,132,1160555.67424242,1.2388433249496886E11,1.6552923967337246E13,301244.9105474904,1.0861624139191228E8,73.35321352074264,-32.064928618015045,1.828535482099991E7,280363,2.433105505343207E9,0.04973299106143165,0.10311069730020607,0.07515121636307263
2020-03-25-01,16,32,7,0,0,7,2.0,2020-03-25-03,2020-03-25-03,0,131.2123191,6602.656666666667,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-24-23,249,260,4,34,11,49,1.0441767068273093,2020-03-25-01,2020-03-25-01,0,94.9992239,6695.196666666667,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-00,230,380,12,12,0,24,1.6521739130434783,2020-03-25-02,2020-03-25-02,0,190.8194825,6629.384999999999,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-18,7,11,2,2,5,9,1.5714285714285714,2020-03-25-20,2020-03-25-20,0,130.2885029,6629.051666666666,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-21,33,51,5,8,9,22,1.5454545454545454,2020-03-25-23,2020-03-25-23,0,66.28995322,6698.075,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-14,278,556,56,0,0,56,2.0,2020-03-25-16,2020-03-25-16,0,110.289537,6675.216666666666,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-13,121,242,64,0,31,95,2.0,2020-03-25-15,2020-03-25-15,0,95.3723746,6660.688333333333,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-24-22,77,154,33,0,20,53,2.0,2020-03-25-00,2020-03-25-00,0,232.8590764,6744.221666666667,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-03,8,14,4,2,7,13,1.75,2020-03-25-05,2020-03-25-05,0,139.231477,6677.861666666667,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-20,238,238,0,40,0,40,1.0,2020-03-25-22,2020-03-25-22,0,105.6875192,6660.253333333333,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-17,44,82,8,2,12,22,1.8636363636363635,2020-03-25-19,2020-03-25-19,0,158.184652,6660.001666666666,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-12,324,648,63,0,2,65,2.0,2020-03-25-14,2020-03-25-14,0,318.4339352,6619.488333333334,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-15,112,224,35,0,0,35,2.0,2020-03-25-17,2020-03-25-17,0,62.41704181,6684.821666666667,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-19,0,0,0,0,3,3,"",2020-03-25-21,2020-03-25-21,0,156.4180939,6607.318333333334,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-02,19,35,6,1,10,17,1.8421052631578947,2020-03-25-04,2020-03-25-04,0,69.54972716,6600.165000000001,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-25-07,0,0,0,0,2,2,"",2020-03-25-09,2020-03-25-09,0,491.7379026,6877.155,587460,92,1129421.86956522,1.2233615060596745E11,1.6552923967337244E13,311499.4904604514,7.570222884890854E7,70.75990370590374,-30.659581813049012,1.828650482099991E7,219772,1.8532663483987017E9,0.04973141730699364,0.1030399352469889,0.07515662387784329
2020-03-26-08,3,4,1,1,0,2,1.3333333333333333,2020-03-26-10,2020-03-26-10,0,20.35355094,6639.0,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-20,14,28,7,0,5,12,2.0,2020-03-26-22,2020-03-26-22,0,57.3288461,6731.416666666667,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-03,0,0,0,0,5,5,"",2020-03-26-05,2020-03-26-05,0,37.25543659,6696.18,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-18,26,38,4,7,10,21,1.4615384615384615,2020-03-26-20,2020-03-26-20,0,140.4735341,6718.7,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-06,0,0,0,0,1,1,"",2020-03-26-08,2020-03-26-08,0,13.79885975,6622.7266666666665,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-15,15,27,7,2,6,15,1.8,2020-03-26-17,2020-03-26-17,0,62.66033564,6671.868333333333,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-12,24,48,23,0,15,38,2.0,2020-03-26-14,2020-03-26-14,0,179.3010196,6635.391666666666,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-00,12,24,3,0,4,7,2.0,2020-03-26-02,2020-03-26-02,0,29.6274934,6711.626666666666,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-09,0,0,0,0,5,5,"",2020-03-26-11,2020-03-26-11,0,76.97319493,6642.864999999999,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-07,0,0,0,0,2,2,"",2020-03-26-09,2020-03-26-09,0,40.08302575,6641.158333333333,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-11,5,10,4,0,4,8,2.0,2020-03-26-13,2020-03-26-13,0,362.3321275,6644.201666666667,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-17,204,223,9,53,9,71,1.0931372549019607,2020-03-26-19,2020-03-26-19,0,59.5735204,6680.47,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-04,28,52,4,1,24,29,1.8571428571428572,2020-03-26-06,2020-03-26-06,0,30.25172991,6661.195,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-13,12,21,2,3,69,74,1.75,2020-03-26-15,2020-03-26-15,0,136.0328915,6618.233333333334,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-02,98,196,16,0,0,16,2.0,2020-03-26-04,2020-03-26-04,0,128.8753959,6744.62,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
2020-03-26-05,14,28,9,0,58,67,2.0,2020-03-26-07,2020-03-26-07,0,49.08551701,6639.033333333333,889704,160,1146321.75,1.2352898041907896E11,1.406104654435546E13,361874.68814496417,1.118365463991491E8,67.729005599012,-27.715616667220832,1.828850482096715E7,286521,1.4908028384906313E9,0.04973734997092642,0.10304432539530549,0.07506913145688175
