created_at,sum_interaction_count,sum_weighted_sentiment,positive_count,negative_count,null_count,volume_tweets,overall_sentiment,modified,Date,Symbol,Volume,Only_date,VWAP
2020-04-01-17,27,46,5,4,30,39,1.7037037037037037,2020-04-01-19,2020-04-01-19,BTC.X,96.96245085,2020-04-01,6208.02
2020-03-25-00,285,490,24,12,0,36,1.719298245614035,2020-03-25-02,2020-03-25-02,ETH.X,1957.193213,2020-03-25,138.46833333333333
2020-04-17-06,9,12,3,3,10,16,1.3333333333333333,2020-04-17-08,2020-04-17-08,BTC.X,16.36692317,2020-04-17,7068.763333333333
2020-04-07-21,0,0,0,0,57,57,"",2020-04-07-23,2020-04-07-23,BCH.X,0.0,2020-04-07,241.38
2020-04-14-16,75,150,20,0,1,21,2.0,2020-04-14-18,2020-04-14-18,BTC.X,83.4190383,2020-04-14,6933.501666666667
2020-03-30-14,21,38,4,2,15,21,1.8095238095238095,2020-03-30-16,2020-03-30-16,BTC.X,121.7013574,2020-03-30,6370.805
2020-03-26-22,26,52,6,0,4,10,2.0,2020-03-27-00,2020-03-27-00,ETH.X,750.801714,2020-03-27,139.005
2020-03-27-08,12,24,6,0,0,6,2.0,2020-03-27-10,2020-03-27-10,LTC.X,5908.52575,2020-03-27,39.88833333333333
2020-04-10-21,0,0,0,0,44,44,"",2020-04-10-23,2020-04-10-23,ETH.X,274.1396763,2020-04-10,158.30666666666667
2020-04-13-21,165,321,42,4,33,79,1.9454545454545455,2020-04-13-23,2020-04-13-23,BTC.X,59.3207079,2020-04-13,6884.783333333333
2020-03-25-01,10,20,10,0,10,20,2.0,2020-03-25-03,2020-03-25-03,LTC.X,2539.945899,2020-03-25,39.73666666666667
2020-04-27-12,27,47,13,3,4,20,1.7407407407407407,2020-04-27-14,2020-04-27-14,BTC.X,131.5264243,2020-04-27,7691.781666666667
2020-03-27-18,27,54,17,0,0,17,2.0,2020-03-27-20,2020-03-27-20,ETH.X,246.5985229,2020-03-27,137.07666666666668
2020-04-14-19,48,96,8,0,7,15,2.0,2020-04-14-21,2020-04-14-21,ETH.X,151.604746,2020-04-14,159.29833333333332
2020-04-04-09,12,24,6,0,4,10,2.0,2020-04-04-11,2020-04-04-11,BTC.X,120.6085439,2020-04-04,6829.18
2020-04-18-12,4,8,1,0,1,2,2.0,2020-04-18-14,2020-04-18-14,BTC.X,71.96933742,2020-04-18,7255.435
2020-04-03-11,23,46,23,0,11,34,2.0,2020-04-03-13,2020-04-03-13,ETH.X,1231.989367,2020-04-03,144.45833333333334
2020-04-14-00,0,0,0,0,76,76,"",2020-04-14-02,2020-04-14-02,BCH.X,0.0,2020-04-14,241.0
2020-04-08-21,0,0,0,0,26,26,"",2020-04-08-23,2020-04-08-23,LTC.X,1028.82458,2020-04-08,46.801666666666655
2020-04-26-00,71,142,16,0,0,16,2.0,2020-04-26-02,2020-04-26-02,ETH.X,217.770053,2020-04-26,195.46
2020-03-27-14,125,250,58,0,5,63,2.0,2020-03-27-16,2020-03-27-16,ETH.X,481.117339,2020-03-27,136.30833333333337
2020-03-23-23,0,0,0,0,18,18,"",2020-03-24-01,2020-03-24-01,BTC.X,153.7397162,2020-03-24,6616.291666666667
2020-04-08-08,3,5,2,1,2,5,1.6666666666666667,2020-04-08-10,2020-04-08-10,BTC.X,104.0140566,2020-04-08,7300.558333333334
2020-03-29-10,0,0,0,0,6,6,"",2020-03-29-12,2020-03-29-12,ETH.X,81.571356,2020-03-29,128.95666666666668
2020-03-25-07,0,0,0,0,2,2,"",2020-03-25-09,2020-03-25-09,BTC.X,491.7379026,2020-03-25,6877.155
2020-04-14-18,12,21,2,2,2,6,1.75,2020-04-14-20,2020-04-14-20,BTC.X,73.11091481,2020-04-14,6908.901666666668
2020-04-17-07,0,0,0,0,10,10,"",2020-04-17-09,2020-04-17-09,ETH.X,85.049147,2020-04-17,171.54333333333332
2020-04-10-15,60,60,0,12,12,24,1.0,2020-04-10-17,2020-04-10-17,LTC.X,1149.292849,2020-04-10,42.15
2020-04-19-18,17,30,4,4,4,12,1.7647058823529411,2020-04-19-20,2020-04-19-20,ETH.X,226.1582044,2020-04-19,181.6483333333333
2020-04-12-11,23,46,23,0,48,71,2.0,2020-04-12-13,2020-04-12-13,ETH.X,379.8965336,2020-04-12,160.26833333333335
2020-03-29-18,93,182,36,4,4,44,1.956989247311828,2020-03-29-20,2020-03-29-20,ETH.X,586.4808752,2020-03-29,125.27833333333335
2020-04-10-06,0,0,0,0,41,41,"",2020-04-10-08,2020-04-10-08,BTC.X,85.18116622,2020-04-10,6935.338333333333
2020-04-26-06,3,6,2,0,14,16,2.0,2020-04-26-08,2020-04-26-08,BTC.X,24.38485779,2020-04-26,7553.708333333333
2020-04-07-04,12,21,3,3,13,19,1.75,2020-04-07-06,2020-04-07-06,ETH.X,5206.03494,2020-04-07,170.51333333333332
2020-04-25-21,129,254,29,3,2,34,1.9689922480620154,2020-04-25-23,2020-04-25-23,ETH.X,100.9654718,2020-04-25,193.85
2020-04-13-22,0,0,0,0,23,23,"",2020-04-14-00,2020-04-14-00,ETH.X,63.739529,2020-04-14,157.165
2020-04-17-06,6,12,6,0,21,27,2.0,2020-04-17-08,2020-04-17-08,ETH.X,197.8538998,2020-04-17,170.40833333333333
2020-03-26-14,68,129,10,3,7,20,1.8970588235294117,2020-03-26-16,2020-03-26-16,BTC.X,131.4696201,2020-03-26,6652.490000000001
2020-03-25-22,0,0,0,0,6,6,"",2020-03-26-00,2020-03-26-00,ETH.X,1176.371527,2020-03-26,137.18666666666667
2020-04-12-21,24,48,6,0,8,14,2.0,2020-04-12-23,2020-04-12-23,ETH.X,576.306027,2020-04-12,161.05666666666667
2020-04-07-17,20,20,0,8,0,8,1.0,2020-04-07-19,2020-04-07-19,ETH.X,404.2298798,2020-04-07,170.08666666666667
2020-04-07-14,12,24,3,0,7,10,2.0,2020-04-07-16,2020-04-07-16,ETH.X,1258.750088,2020-04-07,171.4416666666667
2020-04-26-10,6,12,3,0,2,5,2.0,2020-04-26-12,2020-04-26-12,BTC.X,14.4407761,2020-04-26,7661.243333333333
2020-04-10-03,119,238,39,0,5,44,2.0,2020-04-10-05,2020-04-10-05,BTC.X,425.986148,2020-04-10,7078.906666666667
2020-04-15-14,0,0,0,0,65,65,"",2020-04-15-16,2020-04-15-16,BCH.X,0.0,2020-04-15,222.72
2020-04-14-18,0,0,0,0,17,17,"",2020-04-14-20,2020-04-14-20,LTC.X,1.49883,2020-04-14,41.446666666666665
2020-04-09-12,33,56,13,6,6,25,1.696969696969697,2020-04-09-14,2020-04-09-14,ETH.X,999.4829068,2020-04-09,171.46666666666667
2020-04-27-17,0,0,0,0,14,14,"",2020-04-27-19,2020-04-27-19,ETH.X,686.3629677,2020-04-27,194.15
2020-04-05-18,13,26,7,0,10,17,2.0,2020-04-05-20,2020-04-05-20,BTC.X,74.82144384,2020-04-05,6785.111666666667
2020-04-10-14,24,24,0,12,13,25,1.0,2020-04-10-16,2020-04-10-16,BCH.X,0.0,2020-04-10,241.0
2020-04-04-04,10,19,4,1,2,7,1.9,2020-04-04-06,2020-04-04-06,BTC.X,21.56543294,2020-04-04,6735.341666666667
2020-04-25-22,0,0,0,0,12,12,"",2020-04-26-00,2020-04-26-00,LTC.X,2.88872,2020-04-26,44.678333333333335
2020-03-28-05,3,6,3,0,0,3,2.0,2020-03-28-07,2020-03-28-07,LTC.X,68.55304,2020-03-28,37.8
2020-04-02-10,6,12,2,0,1,3,2.0,2020-04-02-12,2020-04-02-12,BTC.X,262.561994,2020-04-02,6702.805
2020-04-01-09,5,7,2,2,6,10,1.4,2020-04-01-11,2020-04-01-11,BTC.X,13.65782845,2020-04-01,6300.463333333333
2020-04-04-16,0,0,0,0,15,15,"",2020-04-04-18,2020-04-04-18,LTC.X,377.58828,2020-04-04,40.55833333333333
2020-04-06-08,5,10,1,0,1,2,2.0,2020-04-06-10,2020-04-06-10,ETH.X,1860.488544,2020-04-06,154.545
2020-04-12-17,15,30,7,0,18,25,2.0,2020-04-12-19,2020-04-12-19,ETH.X,910.7809029,2020-04-12,163.78833333333333
2020-03-26-12,16,32,16,0,0,16,2.0,2020-03-26-14,2020-03-26-14,LTC.X,1794.38912,2020-03-26,39.138333333333335
2020-04-17-05,0,0,0,0,5,5,"",2020-04-17-07,2020-04-17-07,ETH.X,431.111455,2020-04-17,169.75
2020-04-01-05,29,49,10,9,11,30,1.6896551724137931,2020-04-01-07,2020-04-01-07,ETH.X,248.206902,2020-04-01,132.54
2020-04-26-17,48,96,18,0,7,25,2.0,2020-04-26-19,2020-04-26-19,ETH.X,320.1552647,2020-04-26,195.53
2020-04-21-22,410,820,113,0,9,122,2.0,2020-04-22-00,2020-04-22-00,BTC.X,112.5347145,2020-04-22,6857.583333333333
2020-04-14-04,106,209,19,2,11,32,1.971698113207547,2020-04-14-06,2020-04-14-06,BTC.X,15.33458606,2020-04-14,6898.136666666666
2020-04-19-11,10,20,6,0,8,14,2.0,2020-04-19-13,2020-04-19-13,BTC.X,58.0203321,2020-04-19,7147.759999999999
2020-04-22-15,61,122,13,0,5,18,2.0,2020-04-22-17,2020-04-22-17,ETH.X,855.1051583,2020-04-22,181.97833333333332
2020-04-06-16,48,93,20,3,5,28,1.9375,2020-04-06-18,2020-04-06-18,ETH.X,1858.316087,2020-04-06,166.01000000000002
2020-04-06-12,6,12,3,0,3,6,2.0,2020-04-06-14,2020-04-06-14,LTC.X,526.1494394,2020-04-06,42.69166666666666
2020-03-26-04,11,22,11,0,17,28,2.0,2020-03-26-06,2020-03-26-06,LTC.X,893.57194,2020-03-26,38.96
2020-04-27-16,59,118,20,0,0,20,2.0,2020-04-27-18,2020-04-27-18,ETH.X,268.1626879,2020-04-27,193.11166666666668
2020-04-03-21,21,31,5,2,10,17,1.4761904761904763,2020-04-03-23,2020-04-03-23,BTC.X,52.63587504,2020-04-03,6767.873333333333
2020-04-30-01,23,46,9,0,8,17,2.0,2020-04-30-03,2020-04-30-03,ETH.X,1742.325785,2020-04-30,222.36999999999998
2020-04-13-16,0,0,0,0,29,29,"",2020-04-13-18,2020-04-13-18,BCH.X,0.0,2020-04-13,219.98
2020-04-07-06,0,0,0,0,4,4,"",2020-04-07-08,2020-04-07-08,ETH.X,627.8690833,2020-04-07,173.57000000000002
2020-04-09-02,14,28,8,0,16,24,2.0,2020-04-09-04,2020-04-09-04,ETH.X,507.2149972,2020-04-09,170.065
2020-04-29-03,18,33,3,3,9,15,1.8333333333333333,2020-04-29-05,2020-04-29-05,LTC.X,74.29707,2020-04-29,46.11833333333334
2020-04-26-16,105,210,15,0,4,19,2.0,2020-04-26-18,2020-04-26-18,BTC.X,72.92221905,2020-04-26,7609.383333333334
2020-03-29-19,13,18,3,7,12,22,1.3846153846153846,2020-03-29-21,2020-03-29-21,BTC.X,89.90835923,2020-03-29,5932.565
2020-03-29-18,144,215,32,11,0,43,1.4930555555555556,2020-03-29-20,2020-03-29-20,BTC.X,140.7303376,2020-03-29,5927.6483333333335
2020-04-18-22,0,0,0,0,14,14,"",2020-04-19-00,2020-04-19-00,BTC.X,59.18473693,2020-04-19,7254.360000000001
2020-03-23-13,18,36,9,0,18,27,2.0,2020-03-23-15,2020-03-23-15,BTC.X,151.6709892,2020-03-23,6250.755
2020-03-28-02,8,16,8,0,8,16,2.0,2020-03-28-04,2020-03-28-04,LTC.X,2899.58322,2020-03-28,37.294999999999995
2020-04-10-13,65,91,13,26,17,56,1.4,2020-04-10-15,2020-04-10-15,BCH.X,0.3328,2020-04-10,236.81000000000003
2020-04-15-00,197,232,8,58,11,77,1.1776649746192893,2020-04-15-02,2020-04-15-02,BTC.X,140.8114783,2020-04-15,6894.834999999999
2020-04-24-22,22,42,9,1,2,12,1.9090909090909092,2020-04-25-00,2020-04-25-00,BTC.X,26.93178093,2020-04-25,7498.373333333334
2020-04-23-20,203,406,32,0,0,32,2.0,2020-04-23-22,2020-04-23-22,BTC.X,117.5130984,2020-04-23,7592.875
2020-04-01-17,16,32,8,0,44,52,2.0,2020-04-01-19,2020-04-01-19,ETH.X,522.435302,2020-04-01,129.85
2020-04-18-15,27,54,9,0,17,26,2.0,2020-04-18-17,2020-04-18-17,ETH.X,1092.126196,2020-04-18,182.73833333333332
2020-03-24-01,4,8,1,0,1,2,2.0,2020-03-24-03,2020-03-24-03,ETH.X,2049.494028,2020-03-24,136.125
2020-03-26-06,0,0,0,0,6,6,"",2020-03-26-08,2020-03-26-08,ETH.X,1056.129058,2020-03-26,135.31833333333336
2020-04-15-06,2,4,1,0,9,10,2.0,2020-04-15-08,2020-04-15-08,BTC.X,41.85498697,2020-04-15,6871.05
2020-04-28-21,3,6,2,0,3,5,2.0,2020-04-28-23,2020-04-28-23,LTC.X,4145.45803,2020-04-28,45.685
2020-03-25-02,19,35,6,1,10,17,1.8421052631578947,2020-03-25-04,2020-03-25-04,BTC.X,69.54972716,2020-03-25,6600.165000000001
2020-04-16-12,58,116,31,0,6,37,2.0,2020-04-16-14,2020-04-16-14,ETH.X,1199.756756,2020-04-16,169.98333333333332
2020-04-25-16,10,17,5,1,2,8,1.7,2020-04-25-18,2020-04-25-18,BTC.X,20.51808111,2020-04-25,7545.291666666667
2020-05-01-15,44,88,7,0,6,13,2.0,2020-05-01-17,2020-05-01-17,ETH.X,695.3136496,2020-05-01,210.42333333333332
2020-04-12-14,19,38,4,0,0,4,2.0,2020-04-12-16,2020-04-12-16,ETH.X,1703.485783,2020-04-12,163.32833333333335
2020-03-28-16,0,0,0,0,21,21,"",2020-03-28-18,2020-03-28-18,BTC.X,249.9140766,2020-03-28,6139.116666666666
2020-04-30-05,0,0,0,0,6,6,"",2020-04-30-07,2020-04-30-07,ETH.X,5036.164796,2020-04-30,222.1
2020-03-30-22,0,0,0,0,13,13,"",2020-03-31-00,2020-03-31-00,ETH.X,412.087832,2020-03-31,132.74333333333334
2020-04-12-11,25,50,24,0,41,65,2.0,2020-04-12-13,2020-04-12-13,BTC.X,45.55379501,2020-04-12,6924.921666666666
2020-04-10-06,0,0,0,0,55,55,"",2020-04-10-08,2020-04-10-08,LTC.X,8087.239544,2020-04-10,42.651666666666664
2020-04-24-19,28,56,10,0,0,10,2.0,2020-04-24-21,2020-04-24-21,LTC.X,1166.266587,2020-04-24,44.73
2020-04-30-14,34,68,16,0,17,33,2.0,2020-04-30-16,2020-04-30-16,LTC.X,1980.555089,2020-04-30,47.135
2020-04-11-22,19,34,8,2,46,56,1.7894736842105263,2020-04-12-00,2020-04-12-00,BTC.X,12.70033428,2020-04-12,6893.506666666667
2020-04-13-23,0,0,0,0,24,24,"",2020-04-14-01,2020-04-14-01,LTC.X,489.50733,2020-04-14,41.35
2020-04-05-23,20,22,2,7,4,13,1.1,2020-04-06-01,2020-04-06-01,BTC.X,51.25025594,2020-04-06,6871.506666666667
2020-04-17-15,17,25,8,4,0,12,1.4705882352941178,2020-04-17-17,2020-04-17-17,ETH.X,996.1581798,2020-04-17,170.74833333333333
2020-03-21-16,4,8,2,0,0,2,2.0,2020-03-21-18,2020-03-21-18,BCH.X,0.0,2020-03-21,209.13
2020-04-18-02,1,2,1,0,3,4,2.0,2020-04-18-04,2020-04-18-04,BTC.X,11.34703746,2020-04-18,7106.931666666667
2020-04-11-12,23,46,5,0,2,7,2.0,2020-04-11-14,2020-04-11-14,BTC.X,48.69178768,2020-04-11,6853.371666666667
2020-04-03-18,254,508,45,0,0,45,2.0,2020-04-03-20,2020-04-03-20,LTC.X,275.72141,2020-04-03,40.595
2020-04-10-07,16,32,4,0,35,39,2.0,2020-04-10-09,2020-04-10-09,ETH.X,916.702931,2020-04-10,158.185
2020-04-30-06,50,100,18,0,6,24,2.0,2020-04-30-08,2020-04-30-08,ETH.X,516.3425772,2020-04-30,219.59
2020-04-01-07,42,84,8,0,0,8,2.0,2020-04-01-09,2020-04-01-09,ETH.X,215.9783,2020-04-01,132.17333333333332
2020-04-12-22,60,120,8,0,10,18,2.0,2020-04-13-00,2020-04-13-00,ETH.X,3503.80211,2020-04-13,156.39666666666668
2020-04-29-07,12,24,6,0,3,9,2.0,2020-04-29-09,2020-04-29-09,ETH.X,476.647644,2020-04-29,206.1
2020-04-29-04,29,58,3,0,0,3,2.0,2020-04-29-06,2020-04-29-06,BTC.X,152.0521552,2020-04-29,7920.401666666668
2020-03-28-14,20,40,20,0,0,20,2.0,2020-03-28-16,2020-03-28-16,BCH.X,0.0,2020-03-28,225.0
2020-04-27-11,10,20,5,0,18,23,2.0,2020-04-27-13,2020-04-27-13,ETH.X,1453.006634,2020-04-27,194.7266666666667
2020-03-28-15,197,210,5,47,15,67,1.0659898477157361,2020-03-28-17,2020-03-28-17,LTC.X,2037.750154,2020-03-28,37.736666666666665
2020-04-19-13,29,38,5,5,22,32,1.3103448275862069,2020-04-19-15,2020-04-19-15,BTC.X,38.5641963,2020-04-19,7118.28
2020-04-20-09,5,9,4,1,2,7,1.8,2020-04-20-11,2020-04-20-11,BTC.X,142.1025694,2020-04-20,7047.375
2020-04-24-10,15,30,9,0,0,9,2.0,2020-04-24-12,2020-04-24-12,ETH.X,413.7989677,2020-04-24,186.795
2020-04-07-02,17,34,17,0,89,106,2.0,2020-04-07-04,2020-04-07-04,LTC.X,4835.84689,2020-04-07,45.501666666666665
2020-04-17-00,132,258,19,6,37,62,1.9545454545454546,2020-04-17-02,2020-04-17-02,ETH.X,395.0640263,2020-04-17,172.67500000000004
2020-04-20-13,37,74,22,0,17,39,2.0,2020-04-20-15,2020-04-20-15,LTC.X,256.4816976,2020-04-20,41.94166666666667
2020-03-31-17,454,908,52,0,14,66,2.0,2020-03-31-19,2020-03-31-19,LTC.X,70.9842922,2020-03-31,39.035
2020-04-28-00,119,238,25,0,8,33,2.0,2020-04-28-02,2020-04-28-02,LTC.X,17.0769359,2020-04-28,43.98333333333333
2020-04-21-15,0,0,0,0,13,13,"",2020-04-21-17,2020-04-21-17,LTC.X,557.4111,2020-04-21,40.98
2020-03-20-16,6,12,2,0,0,2,2.0,2020-03-20-18,2020-03-20-18,LTC.X,17243.85276,2020-03-20,39.53333333333333
2020-04-24-02,8,16,8,0,0,8,2.0,2020-04-24-04,2020-04-24-04,LTC.X,224.38885,2020-04-24,43.555
2020-04-18-21,32,64,8,0,0,8,2.0,2020-04-18-23,2020-04-18-23,BTC.X,31.13672255,2020-04-18,7276.391666666666
2020-03-28-10,4,8,3,0,18,21,2.0,2020-03-28-12,2020-03-28-12,BTC.X,19.16271747,2020-03-28,6250.335
2020-04-19-03,15,26,6,4,3,13,1.7333333333333334,2020-04-19-05,2020-04-19-05,BTC.X,146.0779023,2020-04-19,7198.525000000001
2020-04-23-01,84,168,7,0,7,14,2.0,2020-04-23-03,2020-04-23-03,LTC.X,100.18839,2020-04-23,41.64333333333334
2020-04-28-10,91,180,15,1,7,23,1.978021978021978,2020-04-28-12,2020-04-28-12,BTC.X,18.09126543,2020-04-28,7757.255
2020-04-19-13,0,0,0,0,46,46,"",2020-04-19-15,2020-04-19-15,LTC.X,138.71294,2020-04-19,42.34166666666666
2020-03-24-02,17,34,2,0,2,4,2.0,2020-03-24-04,2020-03-24-04,LTC.X,2466.42502,2020-03-24,38.80166666666667
2020-04-17-13,58,116,41,0,0,41,2.0,2020-04-17-15,2020-04-17-15,LTC.X,64.38141,2020-04-17,42.11333333333334
2020-04-05-04,0,0,0,0,12,12,"",2020-04-05-06,2020-04-05-06,LTC.X,58.65719,2020-04-05,40.695
2020-04-21-05,16,32,9,0,12,21,2.0,2020-04-21-07,2020-04-21-07,BTC.X,42.97261623,2020-04-21,6893.231666666667
2020-04-02-09,5,10,2,0,7,9,2.0,2020-04-02-11,2020-04-02-11,BTC.X,44.29967721,2020-04-02,6683.77
2020-03-19-00,3,6,1,0,0,1,2.0,2020-03-19-02,2020-03-19-02,BTC.X,113.5690299,2020-03-19,5349.818333333334
2020-04-24-00,0,0,0,0,2,2,"",2020-04-24-02,2020-04-24-02,ETH.X,706.6839626,2020-04-24,187.79
2020-04-01-20,89,178,17,0,16,33,2.0,2020-04-01-22,2020-04-01-22,LTC.X,2424.755354,2020-04-01,38.903333333333336
2020-04-21-22,20,40,13,0,0,13,2.0,2020-04-22-00,2020-04-22-00,ETH.X,149.8524662,2020-04-22,171.14333333333335
2020-03-25-19,0,0,0,0,3,3,"",2020-03-25-21,2020-03-25-21,BTC.X,156.4180939,2020-03-25,6607.318333333334
2020-03-26-19,114,228,30,0,0,30,2.0,2020-03-26-21,2020-03-26-21,ETH.X,489.7020954,2020-03-26,137.08666666666667
2020-05-01-09,149,296,51,2,4,57,1.9865771812080537,2020-05-01-11,2020-05-01-11,BTC.X,239.902055,2020-05-01,8974.263333333334
2020-04-06-20,31,62,10,0,1,11,2.0,2020-04-06-22,2020-04-06-22,ETH.X,476.253123,2020-04-06,165.82333333333332
2020-03-24-13,3,6,3,0,0,3,2.0,2020-03-24-15,2020-03-24-15,LTC.X,3298.49422,2020-03-24,39.394999999999996
2020-04-12-22,0,0,0,0,6,6,"",2020-04-13-00,2020-04-13-00,BCH.X,0.0,2020-04-13,235.0
2020-04-24-22,2,4,2,0,3,5,2.0,2020-04-25-00,2020-04-25-00,ETH.X,472.8643694,2020-04-25,187.18999999999997
2020-03-27-00,96,192,15,0,14,29,2.0,2020-03-27-02,2020-03-27-02,BTC.X,62.28539169,2020-03-27,6823.236666666667
2020-04-15-22,101,108,3,47,12,62,1.0693069306930694,2020-04-16-00,2020-04-16-00,ETH.X,3464.953217,2020-04-16,151.97833333333332
2020-04-10-03,17,34,5,0,10,15,2.0,2020-04-10-05,2020-04-10-05,ETH.X,1931.979144,2020-04-10,162.58
2020-04-05-07,0,0,0,0,20,20,"",2020-04-05-09,2020-04-05-09,ETH.X,210.162878,2020-04-05,143.115
2020-04-27-19,10,20,10,0,20,30,2.0,2020-04-27-21,2020-04-27-21,LTC.X,35.71353,2020-04-27,44.06
2020-04-10-05,14,14,0,14,31,45,1.0,2020-04-10-07,2020-04-10-07,BCH.X,0.0,2020-04-10,241.86
2020-04-05-02,62,116,14,3,8,25,1.8709677419354838,2020-04-05-04,2020-04-05-04,BTC.X,21.61488034,2020-04-05,6791.889999999999
2020-04-14-08,4,4,0,4,4,8,1.0,2020-04-14-10,2020-04-14-10,BTC.X,59.94394613,2020-04-14,6867.68
2020-04-21-14,7,14,7,0,14,21,2.0,2020-04-21-16,2020-04-21-16,ETH.X,148.8569979,2020-04-21,170.775
2020-04-05-11,10,19,2,1,7,10,1.9,2020-04-05-13,2020-04-05-13,BTC.X,69.06834608,2020-04-05,6803.731666666667
2020-03-28-22,69,136,13,1,11,25,1.9710144927536233,2020-03-29-00,2020-03-29-00,BTC.X,38.28378382,2020-03-29,6252.811666666667
2020-04-28-22,2,4,2,0,2,4,2.0,2020-04-29-00,2020-04-29-00,ETH.X,645.1483062,2020-04-29,197.21333333333334
2020-03-30-06,23,46,10,0,0,10,2.0,2020-03-30-08,2020-03-30-08,BCH.X,0.0,2020-03-30,210.85
2020-04-06-10,1,2,1,0,1,2,2.0,2020-04-06-12,2020-04-06-12,ETH.X,6790.989493,2020-04-06,155.70166666666665
2020-03-30-02,45,90,14,0,6,20,2.0,2020-03-30-04,2020-03-30-04,ETH.X,500.123054,2020-03-30,127.22000000000001
2020-04-17-03,32,62,14,2,17,33,1.9375,2020-04-17-05,2020-04-17-05,BTC.X,24.37173113,2020-04-17,7065.596666666667
2020-03-28-17,33,42,4,7,126,137,1.2727272727272727,2020-03-28-19,2020-03-28-19,BTC.X,64.96879333,2020-03-28,6208.845
2020-04-15-22,94,94,0,47,0,47,1.0,2020-04-16-00,2020-04-16-00,BCH.X,0.3597,2020-04-16,217.48000000000002
2020-04-10-06,0,0,0,0,37,37,"",2020-04-10-08,2020-04-10-08,ETH.X,1109.112502,2020-04-10,158.12666666666667
2020-04-26-14,119,238,16,0,4,20,2.0,2020-04-26-16,2020-04-26-16,ETH.X,426.616444,2020-04-26,194.59333333333333
2020-04-27-09,0,0,0,0,6,6,"",2020-04-27-11,2020-04-27-11,ETH.X,177.006246,2020-04-27,195.42666666666665
2020-04-12-05,0,0,0,0,18,18,"",2020-04-12-07,2020-04-12-07,LTC.X,39.40478,2020-04-12,42.125
2020-03-20-13,0,0,0,0,2,2,"",2020-03-20-15,2020-03-20-15,BTC.X,311.2618708,2020-03-20,6629.693333333334
2020-03-20-10,0,0,0,0,1,1,"",2020-03-20-12,2020-03-20-12,ETH.X,2338.132523,2020-03-20,145.4983333333333
2020-04-05-19,28,32,4,8,0,12,1.1428571428571428,2020-04-05-21,2020-04-05-21,LTC.X,273.65839,2020-04-05,40.266666666666666
2020-04-22-19,8,13,1,1,3,5,1.625,2020-04-22-21,2020-04-22-21,BTC.X,61.01995839,2020-04-22,7122.8
2020-04-08-18,56,56,0,56,15,71,1.0,2020-04-08-20,2020-04-08-20,BCH.X,0.0,2020-04-08,268.01
2020-04-19-22,23,45,10,1,17,28,1.9565217391304348,2020-04-20-00,2020-04-20-00,BTC.X,26.27070054,2020-04-20,7152.0216666666665
2020-04-11-20,112,152,8,21,19,48,1.3571428571428572,2020-04-11-22,2020-04-11-22,ETH.X,523.814638,2020-04-11,158.02666666666664
2020-04-25-21,123,242,24,3,7,34,1.967479674796748,2020-04-25-23,2020-04-25-23,BTC.X,32.79630606,2020-04-25,7541.53
2020-04-22-14,39,73,17,2,4,23,1.8717948717948718,2020-04-22-16,2020-04-22-16,BTC.X,252.5010644,2020-04-22,7140.423333333333
2020-04-13-00,34,34,0,5,0,5,1.0,2020-04-13-02,2020-04-13-02,BTC.X,80.80717036,2020-04-13,6708.661666666667
2020-03-27-22,22,44,12,0,4,16,2.0,2020-03-28-00,2020-03-28-00,ETH.X,697.8045904,2020-03-28,130.98499999999999
2020-03-26-22,53,106,13,0,7,20,2.0,2020-03-27-00,2020-03-27-00,BTC.X,186.6337312,2020-03-27,6793.926666666666
2020-04-03-07,20,40,9,0,5,14,2.0,2020-04-03-09,2020-04-03-09,BTC.X,20.70316083,2020-04-03,6952.415
2020-04-11-03,9,18,9,0,25,34,2.0,2020-04-11-05,2020-04-11-05,LTC.X,5.37508,2020-04-11,43.04
2020-04-06-07,20,33,6,4,4,14,1.65,2020-04-06-09,2020-04-06-09,BTC.X,180.3927118,2020-04-06,7098.321666666667
2020-04-01-18,22,41,10,2,99,111,1.8636363636363635,2020-04-01-20,2020-04-01-20,BTC.X,217.9658095,2020-04-01,6297.474999999999
2020-04-24-05,193,362,47,7,7,61,1.8756476683937824,2020-04-24-07,2020-04-24-07,BTC.X,147.0714467,2020-04-24,7567.796666666666
2020-04-18-23,900,1800,129,0,0,129,2.0,2020-04-19-01,2020-04-19-01,BCH.X,0.0,2020-04-19,235.31000000000003
2020-03-26-19,145,275,34,9,13,56,1.896551724137931,2020-03-26-21,2020-03-26-21,BTC.X,198.7675161,2020-03-26,6752.996666666667
2020-04-06-20,67,129,24,2,10,36,1.9253731343283582,2020-04-06-22,2020-04-06-22,BTC.X,64.442535,2020-04-06,7285.893333333333
2020-04-25-05,83,159,31,3,6,40,1.9156626506024097,2020-04-25-07,2020-04-25-07,ETH.X,679.949342,2020-04-25,195.8983333333333
2020-04-22-03,18,29,6,4,6,16,1.6111111111111112,2020-04-22-05,2020-04-22-05,BTC.X,46.80813423,2020-04-22,6893.501666666667
2020-04-12-18,4,8,1,0,8,9,2.0,2020-04-12-20,2020-04-12-20,BTC.X,58.57727439,2020-04-12,7141.321666666667
2020-04-07-14,8,14,4,1,5,10,1.75,2020-04-07-16,2020-04-07-16,BTC.X,98.79986975,2020-04-07,7361.878333333333
2020-04-15-03,10,20,5,0,4,9,2.0,2020-04-15-05,2020-04-15-05,ETH.X,72.618334,2020-04-15,160.42666666666665
