created_at,sum_interaction_count,sum_weighted_sentiment,positive_count,negative_count,null_count,volume_tweets,overall_sentiment,modified,Date,Symbol,Volume,Only_date,VWAP
2020-04-09-21,0,0,0,0,17,17,"",2020-04-09-23,2020-04-09-23,BCH.X,0.0,2020-04-09,268.01
2020-04-01-22,42,84,21,0,7,28,2.0,2020-04-02-00,2020-04-02-00,ETH.X,3136.747861,2020-04-02,137.15166666666664
2020-04-16-23,41,82,12,0,12,24,2.0,2020-04-17-01,2020-04-17-01,ETH.X,576.8211514,2020-04-17,172.56500000000003
2020-04-19-23,24,48,24,0,3,27,2.0,2020-04-20-01,2020-04-20-01,ETH.X,68.50583163,2020-04-20,182.59333333333333
2020-03-29-02,961,1922,77,0,0,77,2.0,2020-03-29-04,2020-03-29-04,ETH.X,39.95169291,2020-03-29,130.35166666666666
2020-04-21-10,29,35,6,12,4,22,1.206896551724138,2020-04-21-12,2020-04-21-12,BTC.X,254.715254,2020-04-21,6821.723333333332
2020-05-01-04,175,350,39,0,5,44,2.0,2020-05-01-06,2020-05-01-06,ETH.X,579.4738181,2020-05-01,213.85833333333332
2020-03-27-18,129,258,50,0,0,50,2.0,2020-03-27-20,2020-03-27-20,LTC.X,1844.59288,2020-03-27,39.928333333333335
2020-04-08-12,104,104,0,16,30,46,1.0,2020-04-08-14,2020-04-08-14,BCH.X,0.0,2020-04-08,268.01
2020-04-15-01,5,10,5,0,5,10,2.0,2020-04-15-03,2020-04-15-03,ETH.X,547.7369828,2020-04-15,160.39000000000001
2020-04-03-13,110,220,31,0,0,31,2.0,2020-04-03-15,2020-04-03-15,LTC.X,3587.643907,2020-04-03,40.30166666666667
2020-04-08-05,0,0,0,0,18,18,"",2020-04-08-07,2020-04-08-07,LTC.X,560.55627,2020-04-08,46.15
2020-04-30-06,91,182,13,0,14,27,2.0,2020-04-30-08,2020-04-30-08,LTC.X,1890.95889,2020-04-30,49.065
2020-04-18-22,1,2,1,0,0,1,2.0,2020-04-19-00,2020-04-19-00,ETH.X,685.5956939,2020-04-19,187.29833333333332
2020-04-30-23,0,0,0,0,17,17,"",2020-05-01-01,2020-05-01-01,LTC.X,621.29383,2020-05-01,46.80833333333334
2020-04-28-13,8,12,4,4,0,8,1.5,2020-04-28-15,2020-04-28-15,ETH.X,255.7315662,2020-04-28,195.20833333333334
2020-03-24-03,6,12,3,0,0,3,2.0,2020-03-24-05,2020-03-24-05,LTC.X,810.2826831,2020-03-24,38.675000000000004
2020-04-10-03,32,64,9,0,0,9,2.0,2020-04-10-05,2020-04-10-05,LTC.X,5696.90338,2020-04-10,44.303333333333335
2020-03-31-19,0,0,0,0,9,9,"",2020-03-31-21,2020-03-31-21,ETH.X,440.1278384,2020-03-31,134.83833333333334
2020-04-24-23,31,62,21,0,30,51,2.0,2020-04-25-01,2020-04-25-01,LTC.X,7.34411,2020-04-25,44.14833333333333
2020-04-01-03,0,0,0,0,99,99,"",2020-04-01-05,2020-04-01-05,BCH.X,0.0,2020-04-01,210.85
2020-04-07-00,1242,2484,107,0,0,107,2.0,2020-04-07-02,2020-04-07-02,BTC.X,69.65372491,2020-04-07,7344.123333333333
2020-03-31-14,0,0,0,0,29,29,"",2020-03-31-16,2020-03-31-16,ETH.X,506.442651,2020-03-31,132.895
2020-04-08-00,71,84,4,10,3,17,1.1830985915492958,2020-04-08-02,2020-04-08-02,BTC.X,86.97712082,2020-04-08,7223.080000000001
2020-04-02-07,5,10,3,0,22,25,2.0,2020-04-02-09,2020-04-02-09,BTC.X,33.06086059,2020-04-02,6665.661666666667
2020-04-26-22,25,44,5,1,11,17,1.76,2020-04-27-00,2020-04-27-00,BTC.X,279.8490434,2020-04-27,7739.228333333333
2020-04-27-15,42,84,12,0,0,12,2.0,2020-04-27-17,2020-04-27-17,ETH.X,241.988812,2020-04-27,192.45666666666668
2020-04-14-03,0,0,0,0,5,5,"",2020-04-14-05,2020-04-14-05,ETH.X,9.709217,2020-04-14,158.47666666666666
2020-03-27-01,0,0,0,0,14,14,"",2020-03-27-03,2020-03-27-03,ETH.X,442.1564487,2020-03-27,139.51500000000001
2020-04-12-20,0,0,0,0,25,25,"",2020-04-12-22,2020-04-12-22,ETH.X,2432.183865,2020-04-12,163.37666666666667
2020-04-20-05,33,61,12,2,8,22,1.8484848484848484,2020-04-20-07,2020-04-20-07,BTC.X,7.322731876,2020-04-20,7189.823333333334
2020-03-27-17,90,180,47,0,0,47,2.0,2020-03-27-19,2020-03-27-19,BCH.X,0.0,2020-03-27,230.0
2020-04-17-02,0,0,0,0,55,55,"",2020-04-17-04,2020-04-17-04,BCH.X,0.4691,2020-04-17,233.49333333333334
2020-04-15-01,0,0,0,0,50,50,"",2020-04-15-03,2020-04-15-03,BCH.X,0.0,2020-04-15,222.72
2020-04-30-04,626,1222,124,16,9,149,1.9520766773162939,2020-04-30-06,2020-04-30-06,BTC.X,235.2106436,2020-04-30,9385.938333333334
2020-03-30-16,169,338,64,0,8,72,2.0,2020-03-30-18,2020-03-30-18,ETH.X,422.8934624,2020-03-30,132.49166666666667
2020-04-25-13,97,194,29,0,0,29,2.0,2020-04-25-15,2020-04-25-15,LTC.X,253.319406,2020-04-25,44.92666666666667
2020-04-16-16,38,76,19,0,0,19,2.0,2020-04-16-18,2020-04-16-18,LTC.X,100.8319,2020-04-16,42.26333333333333
2020-04-12-23,0,0,0,0,33,33,"",2020-04-13-01,2020-04-13-01,BCH.X,0.0,2020-04-13,235.0
2020-03-26-17,23,46,9,0,0,9,2.0,2020-03-26-19,2020-03-26-19,LTC.X,3703.17982,2020-03-26,39.155
2020-04-22-16,7,14,3,0,7,10,2.0,2020-04-22-18,2020-04-22-18,BTC.X,75.41298903,2020-04-22,7106.625
2020-04-27-00,75,150,13,0,0,13,2.0,2020-04-27-02,2020-04-27-02,LTC.X,91.95085,2020-04-27,44.89666666666667
2020-03-27-08,7,9,2,2,4,8,1.2857142857142858,2020-03-27-10,2020-03-27-10,BTC.X,92.08117924,2020-03-27,6668.463333333333
2020-03-18-13,0,0,0,0,1,1,"",2020-03-18-15,2020-03-18-15,ETH.X,1107.983835,2020-03-18,115.92
2020-03-31-21,44,88,8,0,17,25,2.0,2020-03-31-23,2020-03-31-23,ETH.X,228.6406373,2020-03-31,133.775
2020-03-26-19,114,228,30,0,0,30,2.0,2020-03-26-21,2020-03-26-21,LTC.X,149.25437,2020-03-26,39.56999999999999
2020-04-16-07,52,104,26,0,72,98,2.0,2020-04-16-09,2020-04-16-09,LTC.X,1026.86104,2020-04-16,42.928333333333335
2020-03-27-14,82,164,41,0,0,41,2.0,2020-03-27-16,2020-03-27-16,BCH.X,0.0,2020-03-27,230.0
2020-03-21-21,2,4,1,0,0,1,2.0,2020-03-21-23,2020-03-21-23,BCH.X,0.0,2020-03-21,209.13
2020-04-26-07,39,78,16,0,1,17,2.0,2020-04-26-09,2020-04-26-09,BTC.X,43.23111512,2020-04-26,7579.606666666667
2020-03-27-17,0,0,0,0,13,13,"",2020-03-27-19,2020-03-27-19,ETH.X,645.3584359,2020-03-27,137.17
2020-04-07-01,0,0,0,0,15,15,"",2020-04-07-03,2020-04-07-03,BCH.X,0.0,2020-04-07,241.38
2020-04-18-14,111,222,18,0,1,19,2.0,2020-04-18-16,2020-04-18-16,BTC.X,104.4307007,2020-04-18,7234.043333333332
2020-04-14-03,0,0,0,0,5,5,"",2020-04-14-05,2020-04-14-05,LTC.X,5.11176,2020-04-14,41.55166666666667
2020-04-03-20,313,451,41,32,46,119,1.4408945686900958,2020-04-03-22,2020-04-03-22,BTC.X,32.30061926,2020-04-03,6752.676666666666
2020-04-07-00,1208,2416,102,0,0,102,2.0,2020-04-07-02,2020-04-07-02,LTC.X,2045.15877,2020-04-07,45.525000000000006
2020-04-14-02,0,0,0,0,59,59,"",2020-04-14-04,2020-04-14-04,ETH.X,3450.096496,2020-04-14,158.66166666666666
2020-04-15-13,37,69,23,4,70,97,1.864864864864865,2020-04-15-15,2020-04-15-15,BTC.X,156.5487354,2020-04-15,6724.363333333334
2020-04-19-10,17,34,14,0,4,18,2.0,2020-04-19-12,2020-04-19-12,ETH.X,193.9327726,2020-04-19,183.0566666666667
2020-03-24-16,35,70,7,0,0,7,2.0,2020-03-24-18,2020-03-24-18,LTC.X,1454.347526,2020-03-24,39.943333333333335
2020-04-13-00,53,72,10,5,20,35,1.3584905660377358,2020-04-13-02,2020-04-13-02,ETH.X,571.8703387,2020-04-13,153.695
2020-04-10-16,37,74,25,0,13,38,2.0,2020-04-10-18,2020-04-10-18,LTC.X,610.65802,2020-04-10,42.29
2020-03-29-00,81,162,18,0,28,46,2.0,2020-03-29-02,2020-03-29-02,LTC.X,168.677531,2020-03-29,38.69
2020-04-23-01,86,86,0,43,0,43,1.0,2020-04-23-03,2020-04-23-03,BTC.X,18.21396026,2020-04-23,7141.303333333333
2020-04-20-04,84,168,19,0,0,19,2.0,2020-04-20-06,2020-04-20-06,LTC.X,661.17485,2020-04-20,42.93
2020-04-26-18,75,150,12,0,12,24,2.0,2020-04-26-20,2020-04-26-20,BTC.X,28.36140241,2020-04-26,7653.138333333333
2020-04-03-22,3,3,0,2,4,6,1.0,2020-04-04-00,2020-04-04-00,BTC.X,75.20265394,2020-04-04,6748.818333333334
2020-04-06-04,19,38,6,0,6,12,2.0,2020-04-06-06,2020-04-06-06,ETH.X,1347.945237,2020-04-06,149.89833333333334
2020-04-27-11,21,42,21,0,0,21,2.0,2020-04-27-13,2020-04-27-13,BCH.X,1.591,2020-04-27,238.775
2020-03-27-11,42,84,11,0,0,11,2.0,2020-03-27-13,2020-03-27-13,ETH.X,1035.276129,2020-03-27,135.51166666666668
2020-04-01-14,15,16,1,13,11,25,1.0666666666666667,2020-04-01-16,2020-04-01-16,BTC.X,136.6183832,2020-04-01,6221.558333333333
2020-04-13-00,60,60,0,45,0,45,1.0,2020-04-13-02,2020-04-13-02,BCH.X,0.0,2020-04-13,235.0
2020-04-30-02,365,723,120,3,8,131,1.9808219178082191,2020-04-30-04,2020-04-30-04,BTC.X,396.9164738,2020-04-30,9239.243333333334
2020-03-26-05,0,0,0,0,51,51,"",2020-03-26-07,2020-03-26-07,BCH.X,5.26,2020-03-26,227.33333333333334
2020-04-12-13,14,28,3,0,24,27,2.0,2020-04-12-15,2020-04-12-15,ETH.X,1028.238259,2020-04-12,161.61666666666665
2020-03-26-13,0,0,0,0,48,48,"",2020-03-26-15,2020-03-26-15,BCH.X,0.0,2020-03-26,222.0
2020-04-13-00,0,0,0,0,13,13,"",2020-04-13-02,2020-04-13-02,LTC.X,689.73454,2020-04-13,40.31166666666667
2020-04-10-07,14,14,0,14,35,49,1.0,2020-04-10-09,2020-04-10-09,BCH.X,0.0,2020-04-10,241.86
2020-04-16-12,72,139,35,3,15,53,1.9305555555555556,2020-04-16-14,2020-04-16-14,BTC.X,205.7494853,2020-04-16,7008.389999999999
2020-04-11-16,8,14,5,2,11,18,1.75,2020-04-11-18,2020-04-11-18,BTC.X,52.1855844,2020-04-11,6815.968333333333
2020-04-25-22,44,88,10,0,7,17,2.0,2020-04-26-00,2020-04-26-00,BTC.X,7.440005182,2020-04-26,7558.321666666667
2020-04-27-18,0,0,0,0,19,19,"",2020-04-27-20,2020-04-27-20,LTC.X,146.36218,2020-04-27,43.93666666666667
2020-04-21-21,6,6,0,6,12,18,1.0,2020-04-21-23,2020-04-21-23,ETH.X,305.65499,2020-04-21,172.285
2020-04-07-22,0,0,0,0,7,7,"",2020-04-08-00,2020-04-08-00,ETH.X,879.4778301,2020-04-08,164.82833333333335
2020-03-25-03,0,0,0,0,9,9,"",2020-03-25-05,2020-03-25-05,LTC.X,3614.81969,2020-03-25,39.916666666666664
2020-04-16-04,55,110,49,0,0,49,2.0,2020-04-16-06,2020-04-16-06,BCH.X,0.0,2020-04-16,207.0
2020-04-11-04,0,0,0,0,8,8,"",2020-04-11-06,2020-04-11-06,ETH.X,234.7118068,2020-04-11,161.01666666666665
2020-04-19-14,8,16,8,0,4,12,2.0,2020-04-19-16,2020-04-19-16,ETH.X,353.8552908,2020-04-19,180.11666666666667
2020-04-07-17,108,124,4,14,2,20,1.1481481481481481,2020-04-07-19,2020-04-07-19,BTC.X,56.99748769,2020-04-07,7325.156666666667
2020-04-16-10,19,38,11,0,4,15,2.0,2020-04-16-12,2020-04-16-12,BTC.X,392.4312188,2020-04-16,7044.291666666667
2020-03-28-15,184,184,0,47,0,47,1.0,2020-03-28-17,2020-03-28-17,BCH.X,0.0,2020-03-28,225.0
2020-04-10-15,224,388,24,12,4,40,1.7321428571428572,2020-04-10-17,2020-04-10-17,BTC.X,106.8094024,2020-04-10,6884.501666666667
2020-04-18-23,923,1844,133,1,30,164,1.9978331527627302,2020-04-19-01,2020-04-19-01,ETH.X,331.492651,2020-04-19,186.91166666666666
2020-04-25-16,22,44,12,0,0,12,2.0,2020-04-25-18,2020-04-25-18,LTC.X,59.77025,2020-04-25,44.35
2020-03-29-17,13,26,5,0,3,8,2.0,2020-03-29-19,2020-03-29-19,ETH.X,2056.047569,2020-03-29,126.37833333333333
2020-04-21-18,33,63,8,1,17,26,1.9090909090909092,2020-04-21-20,2020-04-21-20,BTC.X,68.49616003,2020-04-21,6890.509999999999
2020-03-27-13,21,42,5,0,72,77,2.0,2020-03-27-15,2020-03-27-15,ETH.X,302.2486052,2020-03-27,136.04000000000002
2020-04-05-17,0,0,0,0,42,42,"",2020-04-05-19,2020-04-05-19,BCH.X,0.0,2020-04-05,237.0
2020-04-07-13,47,94,26,0,0,26,2.0,2020-04-07-15,2020-04-07-15,LTC.X,795.2038656,2020-04-07,46.24333333333334
2020-03-31-19,0,0,0,0,17,17,"",2020-03-31-21,2020-03-31-21,LTC.X,157.91929,2020-03-31,39.303333333333335
2020-04-24-15,0,0,0,0,3,3,"",2020-04-24-17,2020-04-24-17,LTC.X,1414.79295,2020-04-24,44.60166666666667
2020-04-19-15,5,6,1,1,1,3,1.2,2020-04-19-17,2020-04-19-17,BTC.X,50.46316088,2020-04-19,7154.316666666667
2020-03-24-20,1,2,1,0,0,1,2.0,2020-03-24-22,2020-03-24-22,BTC.X,230.9465715,2020-03-24,6759.548333333333
2020-04-08-04,0,0,0,0,88,88,"",2020-04-08-06,2020-04-08-06,BCH.X,0.0,2020-04-08,276.63
2020-04-07-11,161,322,53,0,0,53,2.0,2020-04-07-13,2020-04-07-13,LTC.X,341.2868227,2020-04-07,46.60333333333333
2020-04-18-13,119,238,23,0,13,36,2.0,2020-04-18-15,2020-04-18-15,ETH.X,1061.388211,2020-04-18,183.8066666666667
2020-04-21-16,0,0,0,0,14,14,"",2020-04-21-18,2020-04-21-18,ETH.X,989.123698,2020-04-21,172.415
2020-04-02-01,0,0,0,0,46,46,"",2020-04-02-03,2020-04-02-03,BCH.X,0.0,2020-04-02,210.85
2020-04-20-14,239,478,62,0,0,62,2.0,2020-04-20-16,2020-04-20-16,LTC.X,75.3119,2020-04-20,41.81
2020-04-02-22,41,82,21,0,0,21,2.0,2020-04-03-00,2020-04-03-00,LTC.X,106.36087,2020-04-03,39.93666666666667
2020-04-14-14,76,152,37,0,9,46,2.0,2020-04-14-16,2020-04-14-16,ETH.X,1723.590609,2020-04-14,160.845
2020-04-16-08,107,214,30,0,19,49,2.0,2020-04-16-10,2020-04-16-10,ETH.X,412.64258,2020-04-16,169.04833333333332
2020-04-28-16,16,32,5,0,40,45,2.0,2020-04-28-18,2020-04-28-18,BTC.X,259.2236538,2020-04-28,7745.610000000001
2020-03-30-07,20,40,10,0,9,19,2.0,2020-03-30-09,2020-03-30-09,LTC.X,79.20682,2020-03-30,38.605
2020-04-13-17,0,0,0,0,18,18,"",2020-04-13-19,2020-04-13-19,ETH.X,451.3586371,2020-04-13,154.83666666666667
2020-03-24-18,0,0,0,0,8,8,"",2020-03-24-20,2020-03-24-20,BTC.X,697.884998,2020-03-24,6748.014999999999
2020-03-19-01,0,0,0,0,1,1,"",2020-03-19-03,2020-03-19-03,BTC.X,112.7303934,2020-03-19,5313.599999999999
2020-03-29-10,14,28,7,0,0,7,2.0,2020-03-29-12,2020-03-29-12,LTC.X,6.85213,2020-03-29,38.291666666666664
2020-03-22-01,0,0,0,0,2,2,"",2020-03-22-03,2020-03-22-03,ETH.X,1181.653859,2020-03-22,134.985
2020-04-11-23,24,48,12,0,36,48,2.0,2020-04-12-01,2020-04-12-01,BCH.X,0.0,2020-04-12,235.0
2020-04-12-04,0,0,0,0,20,20,"",2020-04-12-06,2020-04-12-06,BCH.X,0.0,2020-04-12,235.0
2020-03-26-15,15,27,7,2,6,15,1.8,2020-03-26-17,2020-03-26-17,BTC.X,62.66033564,2020-03-26,6671.868333333333
2020-03-30-20,0,0,0,0,12,12,"",2020-03-30-22,2020-03-30-22,LTC.X,334.70625,2020-03-30,39.47
2020-04-18-07,0,0,0,0,43,43,"",2020-04-18-09,2020-04-18-09,BCH.X,0.0,2020-04-18,233.78
2020-04-08-19,30,60,14,0,0,14,2.0,2020-04-08-21,2020-04-08-21,BCH.X,0.0,2020-04-08,268.01
2020-04-04-19,0,0,0,0,33,33,"",2020-04-04-21,2020-04-04-21,BCH.X,0.0,2020-04-04,237.0
2020-04-06-23,92,184,40,0,13,53,2.0,2020-04-07-01,2020-04-07-01,LTC.X,1240.995785,2020-04-07,45.85833333333333
2020-04-26-00,14,28,3,0,0,3,2.0,2020-04-26-02,2020-04-26-02,BTC.X,22.17418071,2020-04-26,7576.634999999999
2020-04-16-07,124,236,47,6,60,113,1.903225806451613,2020-04-16-09,2020-04-16-09,BTC.X,60.57872986,2020-04-16,7062.376666666667
2020-04-24-11,7,14,4,0,12,16,2.0,2020-04-24-13,2020-04-24-13,ETH.X,128.156368,2020-04-24,187.07666666666668
2020-04-07-15,11,22,5,0,8,13,2.0,2020-04-07-17,2020-04-07-17,BTC.X,41.26395587,2020-04-07,7369.704999999999
2020-04-03-16,10,16,3,3,17,23,1.6,2020-04-03-18,2020-04-03-18,BTC.X,75.35390773,2020-04-03,6733.0
2020-04-11-03,0,0,0,0,32,32,"",2020-04-11-05,2020-04-11-05,BTC.X,9.947561009,2020-04-11,6932.206666666668
2020-04-14-20,1,2,1,0,5,6,2.0,2020-04-14-22,2020-04-14-22,BTC.X,38.86654953,2020-04-14,6882.198333333334
2020-04-28-19,0,0,0,0,4,4,"",2020-04-28-21,2020-04-28-21,LTC.X,134.8616,2020-04-28,44.923333333333325
2020-04-02-08,0,0,0,0,8,8,"",2020-04-02-10,2020-04-02-10,ETH.X,249.552167,2020-04-02,137.61666666666667
2020-03-28-03,62,62,0,62,56,118,1.0,2020-03-28-05,2020-03-28-05,BCH.X,0.0,2020-03-28,225.0
2020-04-05-10,2,2,0,2,21,23,1.0,2020-04-05-12,2020-04-05-12,BTC.X,2.83674762,2020-04-05,6786.401666666668
2020-04-18-20,92,184,51,0,0,51,2.0,2020-04-18-22,2020-04-18-22,BCH.X,0.0,2020-04-18,235.31000000000003
2020-05-01-10,6,12,6,0,14,20,2.0,2020-05-01-12,2020-05-01-12,ETH.X,1651.994313,2020-05-01,214.135
2020-04-19-02,50,96,11,4,39,54,1.92,2020-04-19-04,2020-04-19-04,ETH.X,1036.756192,2020-04-19,187.66333333333333
2020-04-10-05,0,0,0,0,31,31,"",2020-04-10-07,2020-04-10-07,ETH.X,4705.26626,2020-04-10,159.70166666666665
2020-04-10-04,83,145,17,16,61,94,1.7469879518072289,2020-04-10-06,2020-04-10-06,BTC.X,55.70767152,2020-04-10,6970.535000000001
2020-04-04-19,18,36,11,0,4,15,2.0,2020-04-04-21,2020-04-04-21,ETH.X,679.0954783,2020-04-04,144.26833333333335
2020-04-08-01,0,0,0,0,14,14,"",2020-04-08-03,2020-04-08-03,BCH.X,0.3639,2020-04-08,257.91999999999996
2020-04-16-02,46,92,23,0,21,44,2.0,2020-04-16-04,2020-04-16-04,LTC.X,206.9219316,2020-04-16,38.99666666666666
2020-04-27-16,134,268,19,0,0,19,2.0,2020-04-27-18,2020-04-27-18,LTC.X,1128.61337,2020-04-27,43.751666666666665
2020-03-30-10,3,6,2,0,4,6,2.0,2020-03-30-12,2020-03-30-12,BTC.X,94.45390059,2020-03-30,6366.085
2020-04-26-08,3,6,3,0,0,3,2.0,2020-04-26-10,2020-04-26-10,ETH.X,124.0276128,2020-04-26,196.4433333333333
2020-04-27-22,5,10,5,0,5,10,2.0,2020-04-28-00,2020-04-28-00,ETH.X,528.640072,2020-04-28,196.32666666666668
2020-04-26-20,0,0,0,0,6,6,"",2020-04-26-22,2020-04-26-22,ETH.X,384.3794114,2020-04-26,195.885
2020-03-21-16,5,10,3,0,0,3,2.0,2020-03-21-18,2020-03-21-18,ETH.X,3148.006376,2020-03-21,130.89666666666668
2020-04-13-05,29,33,1,5,5,11,1.1379310344827587,2020-04-13-07,2020-04-13-07,BTC.X,37.10589318,2020-04-13,6729.958333333333
2020-04-13-22,87,87,0,50,27,77,1.0,2020-04-14-00,2020-04-14-00,BCH.X,0.0,2020-04-14,241.0
2020-04-06-17,349,698,40,0,16,56,2.0,2020-04-06-19,2020-04-06-19,LTC.X,4067.95865,2020-04-06,44.678333333333335
2020-04-10-09,27,54,14,0,47,61,2.0,2020-04-10-11,2020-04-10-11,LTC.X,96.7184533,2020-04-10,42.81999999999999
2020-04-27-01,158,316,43,0,39,82,2.0,2020-04-27-03,2020-04-27-03,ETH.X,882.419479,2020-04-27,197.9983333333333
2020-03-27-22,0,0,0,0,58,58,"",2020-03-28-00,2020-03-28-00,LTC.X,9675.070647,2020-03-28,37.96666666666667
2020-04-03-17,0,0,0,0,34,34,"",2020-04-03-19,2020-04-03-19,LTC.X,309.91455,2020-04-03,40.498333333333335
2020-03-30-12,81,152,68,3,12,83,1.876543209876543,2020-03-30-14,2020-03-30-14,BTC.X,195.0517119,2020-03-30,6331.755
2020-04-29-08,11,22,7,0,0,7,2.0,2020-04-29-10,2020-04-29-10,ETH.X,876.4543535,2020-04-29,207.59833333333333
2020-04-28-05,15,26,2,2,6,10,1.7333333333333334,2020-04-28-07,2020-04-28-07,BTC.X,27.89447719,2020-04-28,7721.285
2020-04-14-15,23,46,9,0,0,9,2.0,2020-04-14-17,2020-04-14-17,ETH.X,1026.143346,2020-04-14,161.17166666666665
2020-04-26-00,0,0,0,0,31,31,"",2020-04-26-02,2020-04-26-02,BCH.X,0.0,2020-04-26,240.12
2020-04-17-08,0,0,0,0,5,5,"",2020-04-17-10,2020-04-17-10,ETH.X,134.539707,2020-04-17,171.74
2020-04-07-05,167,310,33,8,0,41,1.8562874251497006,2020-04-07-07,2020-04-07-07,BTC.X,49.36952633,2020-04-07,7352.198333333334
2020-04-16-16,31,62,9,0,6,15,2.0,2020-04-16-18,2020-04-16-18,ETH.X,493.6127125,2020-04-16,171.01833333333335
2020-03-25-17,0,0,0,0,4,4,"",2020-03-25-19,2020-03-25-19,ETH.X,211.580766,2020-03-25,136.38666666666666
2020-04-02-03,0,0,0,0,5,5,"",2020-04-02-05,2020-04-02-05,ETH.X,268.308744,2020-04-02,136.38333333333333
2020-04-02-00,93,176,25,7,12,44,1.89247311827957,2020-04-02-02,2020-04-02-02,BTC.X,25.96056278,2020-04-02,6616.215
2020-04-12-23,0,0,0,0,21,21,"",2020-04-13-01,2020-04-13-01,LTC.X,1571.28581,2020-04-13,40.755
2020-04-13-20,23,46,23,0,46,69,2.0,2020-04-13-22,2020-04-13-22,LTC.X,62.01796,2020-04-13,41.324999999999996
2020-04-23-20,80,160,10,0,0,10,2.0,2020-04-23-22,2020-04-23-22,LTC.X,378.10697,2020-04-23,43.63333333333333
2020-03-21-15,8,16,2,0,0,2,2.0,2020-03-21-17,2020-03-21-17,BTC.X,92.75014936,2020-03-21,6130.871666666667
2020-04-30-08,13,26,5,0,6,11,2.0,2020-04-30-10,2020-04-30-10,ETH.X,2118.318622,2020-04-30,208.90333333333334
2020-04-20-07,12,24,8,0,8,16,2.0,2020-04-20-09,2020-04-20-09,BTC.X,9.3600115,2020-04-20,7159.325
2020-04-25-18,32,64,9,0,0,9,2.0,2020-04-25-20,2020-04-25-20,ETH.X,156.01731,2020-04-25,194.505
2020-04-28-14,51,102,9,0,0,9,2.0,2020-04-28-16,2020-04-28-16,LTC.X,564.9528184,2020-04-28,44.583333333333336
2020-04-10-23,0,0,0,0,27,27,"",2020-04-11-01,2020-04-11-01,LTC.X,364.77413,2020-04-11,42.699999999999996
2020-04-11-20,112,152,8,21,25,54,1.3571428571428572,2020-04-11-22,2020-04-11-22,LTC.X,16.64676,2020-04-11,42.474999999999994
2020-04-24-23,13,26,13,0,1,14,2.0,2020-04-25-01,2020-04-25-01,ETH.X,56.346097,2020-04-25,186.94666666666663
2020-03-30-21,227,454,42,0,2,44,2.0,2020-03-30-23,2020-03-30-23,BTC.X,76.09814233,2020-03-30,6463.611666666667
2020-04-24-00,35,64,10,3,6,19,1.8285714285714285,2020-04-24-02,2020-04-24-02,BTC.X,203.8158193,2020-04-24,7512.248333333333
2020-03-30-16,187,370,69,2,31,102,1.9786096256684491,2020-03-30-18,2020-03-30-18,BTC.X,49.03391726,2020-03-30,6373.716666666667
2020-04-05-15,0,0,0,0,12,12,"",2020-04-05-17,2020-04-05-17,ETH.X,2478.441718,2020-04-05,143.01333333333335
2020-05-01-05,61,122,18,0,13,31,2.0,2020-05-01-07,2020-05-01-07,BTC.X,80.21841234,2020-05-01,8762.473333333333
2020-03-31-21,44,88,16,0,0,16,2.0,2020-03-31-23,2020-03-31-23,LTC.X,7050.6796,2020-03-31,39.336666666666666
2020-03-24-01,64,128,21,0,1,22,2.0,2020-03-24-03,2020-03-24-03,BTC.X,161.4888209,2020-03-24,6616.334999999999
2020-03-23-23,0,0,0,0,18,18,"",2020-03-24-01,2020-03-24-01,BCH.X,5.576,2020-03-24,221.25
2020-04-29-04,29,58,3,0,6,9,2.0,2020-04-29-06,2020-04-29-06,LTC.X,318.75833,2020-04-29,46.406666666666666
2020-04-10-01,24,48,4,0,0,4,2.0,2020-04-10-03,2020-04-10-03,ETH.X,2899.41839,2020-04-10,166.71166666666667
2020-04-15-14,41,75,8,2,69,79,1.829268292682927,2020-04-15-16,2020-04-15-16,BTC.X,149.8306359,2020-04-15,6724.413333333334
2020-04-18-03,267,531,58,1,3,62,1.9887640449438202,2020-04-18-05,2020-04-18-05,BTC.X,15.19246291,2020-04-18,7113.121666666666
2020-04-11-21,18,32,5,4,36,45,1.7777777777777777,2020-04-11-23,2020-04-11-23,ETH.X,67.532858,2020-04-11,158.36666666666667
2020-04-17-13,85,158,29,3,66,98,1.8588235294117648,2020-04-17-15,2020-04-17-15,BTC.X,76.22164362,2020-04-17,7050.383333333334
2020-04-28-00,143,286,42,0,18,60,2.0,2020-04-28-02,2020-04-28-02,BCH.X,0.2982,2020-04-28,238.27
2020-04-30-12,186,372,24,0,8,32,2.0,2020-04-30-14,2020-04-30-14,BTC.X,121.6155955,2020-04-30,8862.793333333333
2020-03-27-21,68,134,18,2,30,50,1.9705882352941178,2020-03-27-23,2020-03-27-23,BTC.X,497.4434503,2020-03-27,6561.990000000001
2020-04-20-19,50,62,6,10,10,26,1.24,2020-04-20-21,2020-04-20-21,ETH.X,674.097947,2020-04-20,171.87166666666667
2020-03-25-19,0,0,0,0,6,6,"",2020-03-25-21,2020-03-25-21,ETH.X,1959.535383,2020-03-25,135.28
2020-04-04-18,17,25,3,4,8,15,1.4705882352941178,2020-04-04-20,2020-04-04-20,BTC.X,468.3150977,2020-04-04,6855.81
2020-03-28-18,3,4,1,1,0,2,1.3333333333333333,2020-03-28-20,2020-03-28-20,BTC.X,53.8427443,2020-03-28,6264.288333333333
2020-04-24-11,16,32,4,0,0,4,2.0,2020-04-24-13,2020-04-24-13,LTC.X,2026.67218,2020-04-24,44.13666666666666
